@relation kin8nm-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute theta1 numeric
@attribute theta2 numeric
@attribute theta3 numeric
@attribute theta4 numeric
@attribute theta5 numeric
@attribute theta6 numeric
@attribute theta7 numeric
@attribute theta8 numeric
@attribute y numeric

@data
0.768349,0.754151,0.011188,0.032248,0.338445,0.614057,0.628122,0.762439,0.444491
0.699028,0.596486,0.701833,0.485322,0.357639,0.918583,0.229199,0.425788,0.379489
0.701428,0.941994,0.687592,0.553824,0.910157,0.881411,0.450976,0.756131,0.603199
0.02839,0.43544,0.34719,0.451173,0.118602,0.282163,0.341064,0.500462,0.588165
0.104739,0.458611,0.548953,0.830584,0.845229,0.103015,0.301768,0.822507,0.532555
0.204473,0.873234,0.377011,0.293027,0.989778,0.865539,0.93761,0.204197,0.405132
0.325745,0.871897,0.729294,0.81496,0.16714,0.576505,0.085686,0.386359,0.485748
0.397637,0.408513,0.199902,0.788515,0.540872,0.931065,0.756622,0.585584,0.397903
0.586635,0.939036,0.233192,0.496619,0.183421,0.61499,0.628522,0.357795,0.336461
0.851069,0.720385,0.699316,0.362721,0.135304,0.599445,0.942333,0.897152,0.309925
0.866325,0.149241,0.389492,0.737454,0.522112,0.388232,0.462606,0.799133,0.718807
0.249598,0.698491,0.478911,0.617806,0.923656,0.372551,0.783816,0.677305,0.6517
0.681473,0.195381,0.248812,0.40699,0.969393,0.883471,0.617868,0.704995,0.679194
0.671175,0.126337,0.220014,0.510818,0.590395,0.900728,0.904427,0.722716,0.278677
0.605688,0.790794,0.228636,0.922271,0.430647,0.859176,0.451972,0.331426,0.403106
0.054215,0.415878,0.139837,0.72213,0.836519,0.665183,0.08791,0.060539,0.857885
0.113855,0.714965,0.782216,0.156442,0.605484,0.998392,0.123888,0.798481,0.531363
0.415387,0.066574,0.605113,0.06469,0.00845,0.916143,0.717223,0.731559,0.655975
0.898623,0.443083,0.206353,0.53373,0.70666,0.878733,0.55534,0.848441,0.712374
0.041389,0.904159,0.641234,0.85696,0.288938,0.285495,0.156689,0.742426,0.626642
0.562499,0.58306,0.260894,0.438456,0.382117,0.084607,0.933386,0.347234,0.53009
0.220275,0.303131,0.272193,0.161831,0.28019,0.561014,0.106085,0.523534,0.574902
0.886008,0.922168,0.157647,0.590645,0.362814,0.643494,0.541501,0.297194,0.440815
0.041395,0.234992,0.094162,0.086103,0.882373,0.557518,0.591592,0.165862,0.936434
0.664147,0.800898,0.167883,0.295732,0.201514,0.894835,0.34595,0.590251,0.298494
0.50155,0.21565,0.128193,0.272924,0.198803,0.835509,0.416777,0.733738,0.518438
0.932331,0.756619,0.091137,0.063874,0.64917,0.987746,0.643782,0.426276,0.451409
0.530694,0.085358,0.331946,0.824618,0.170607,0.033535,0.397494,0.95534,0.710705
0.712263,0.118299,0.371457,0.059317,0.794153,0.392299,0.595203,0.986918,0.48148
0.124476,0.701322,0.388997,0.263664,0.64279,0.711932,0.030722,0.314143,0.821743
0.900759,0.778486,0.159531,0.48536,0.936366,0.510266,0.088376,0.797216,0.528263
0.946802,0.569162,0.763887,0.203748,0.559999,0.926163,0.951144,0.466912,0.273104
0.734687,0.741674,0.562989,0.848462,0.623433,0.246828,0.527582,0.389253,0.613641
0.981178,0.916692,0.266255,0.652976,0.641914,0.35572,0.68248,0.191459,0.582813
0.442206,0.210098,0.361386,0.314342,0.218897,0.067087,0.695049,0.472642,0.515967
0.607201,0.448092,0.137744,0.928973,0.327825,0.164582,0.914752,0.62038,0.34618
0.481619,0.08841,0.601478,0.319404,0.882336,0.386916,0.96949,0.714286,0.626652
0.969176,0.406594,0.122099,0.97557,0.572626,0.271212,0.81517,0.767962,0.614086
0.748483,0.684537,0.6755,0.187176,0.822214,0.088768,0.516057,0.182584,0.522426
0.823628,0.690233,0.124737,0.417511,0.205432,0.472987,0.002084,0.416422,0.489556
0.698686,0.425929,0.015325,0.274926,0.045992,0.525801,0.847374,0.460709,0.498374
0.945519,0.631745,0.22889,0.706152,0.618936,0.961327,0.687984,0.222676,0.314432
0.167497,0.48885,0.409952,0.71534,0.082517,0.109155,0.191755,0.718391,0.793763
0.903772,0.046962,0.325551,0.072649,0.430954,0.036753,0.206832,0.694919,0.391273
0.589028,0.836912,0.891341,0.246887,0.991397,0.467112,0.563961,0.508384,0.526412
0.06267,0.449434,0.552951,0.626556,0.364232,0.803873,0.016112,0.868268,0.610614
0.20716,0.647331,0.577031,0.433181,0.720804,0.407727,0.584749,0.721716,0.65588
0.482499,0.426357,0.268792,0.530421,0.992031,0.951869,0.355425,0.536456,0.66258
0.758447,0.821744,0.002962,0.260394,0.028134,0.182402,0.630804,0.308123,0.168427
0.286721,0.54483,0.462647,0.559035,0.507083,0.813598,0.3039,0.711959,0.647094
0.555222,0.833657,0.930422,0.011182,0.357801,0.81043,0.769633,0.683869,0.407568
0.928095,0.750651,0.350691,0.558186,0.645203,0.583858,0.274965,0.938343,0.446135
0.342064,0.784498,0.395696,0.741054,0.497926,0.478156,0.517988,0.554073,0.485223
0.648997,0.605338,0.741442,0.106643,0.481533,0.374704,0.467594,0.153158,0.432494
0.891872,0.703716,0.348648,0.397784,0.992732,0.060779,0.610108,0.243452,0.725936
0.594012,0.011824,0.05323,0.839912,0.800898,0.167776,0.508358,0.627308,0.89864
0.819128,0.322001,0.270917,0.00166,0.988805,0.039304,0.631511,0.055953,0.652795
0.070594,0.046086,0.703848,0.571362,0.818471,0.32102,0.187036,0.78768,0.576178
0.38727,0.123663,0.552424,0.118701,0.309061,0.011838,0.907203,0.339712,0.522673
0.37189,0.853109,0.724188,0.976118,0.557767,0.82035,0.104685,0.215211,0.28736
0.896215,0.666267,0.378976,0.3934,0.115223,0.275667,0.028428,0.346552,0.562262
0.573612,0.652216,0.753569,0.186083,0.056816,0.94348,0.536994,0.08164,0.386442
0.98984,0.520979,0.155353,0.059741,0.510517,0.230771,0.852784,0.179246,0.592489
0.025182,0.00349,0.540429,0.397572,0.059149,0.558201,0.607312,0.366579,0.370299
0.190171,0.260313,0.134349,0.283785,0.7174,0.365655,0.516623,0.413301,0.986649
0.954207,0.347277,0.548761,0.544737,0.789641,0.009102,0.526291,0.055189,0.577153
0.180406,0.827052,0.164869,0.782088,0.805398,0.840741,0.996381,0.956135,0.356977
0.857471,0.760933,0.464118,0.514104,0.610754,0.900447,0.717121,0.348396,0.23419
0.461921,0.589627,0.641172,0.115956,0.566404,0.144003,0.838235,0.042703,0.535581
0.925767,0.683793,0.211446,0.849338,0.266159,0.593162,0.108275,0.274602,0.326361
0.220493,0.188601,0.238641,0.370683,0.570124,0.816387,0.34759,0.75467,0.806587
0.548927,0.172338,0.284396,0.518068,0.768864,0.685461,0.974008,0.959666,0.613015
0.146236,0.86946,0.239331,0.717103,0.655365,0.723751,0.745805,0.648553,0.423162
0.600668,0.444916,0.876294,0.697277,0.279925,0.10469,0.851351,0.840281,0.335273
0.688207,0.710525,0.671972,0.608848,0.910254,0.008506,0.521954,0.709288,0.489399
0.851382,0.439333,0.831549,0.914654,0.74624,0.833537,0.10353,0.826652,0.326523
0.122804,0.884956,0.683218,0.74725,0.443609,0.844549,0.615856,0.818627,0.240777
0.815819,0.872295,0.83713,0.208427,0.672549,0.887743,0.10262,0.04638,0.430852
0.462477,0.085131,0.483893,0.448388,0.048563,0.684699,0.321854,0.026982,0.29471
0.280352,0.299898,0.982508,0.028318,0.815593,0.922761,0.481669,0.2579,0.372383
0.524087,0.598319,0.703136,0.45309,0.935889,0.083802,0.136619,0.25615,0.453119
0.678002,0.742232,0.588765,0.030555,0.533734,0.030975,0.657194,0.874948,0.174143
0.348085,0.297625,0.457394,0.029285,0.228601,0.376801,0.777579,0.894556,0.428713
0.829314,0.401418,0.637298,0.704581,0.404159,0.30066,0.811579,0.193872,0.237942
0.253777,0.700298,0.109117,0.326976,0.704005,0.89277,0.164363,0.997084,0.699958
0.916854,0.565277,0.509413,0.191644,0.682439,0.145998,0.894204,0.02854,0.512073
0.431823,0.462516,0.864656,0.492893,0.259364,0.104581,0.658594,0.422167,0.481311
0.110068,0.485702,0.087439,0.76625,0.38985,0.182843,0.293976,0.947786,0.785495
0.774924,0.15488,0.18227,0.409419,0.221549,0.224326,0.005761,0.136869,0.555588
0.192009,0.472431,0.903577,0.309085,0.890166,0.25727,0.635215,0.684172,0.496999
0.850569,0.117002,0.189115,0.598713,0.158808,0.819553,0.42699,0.025953,0.49328
0.458199,0.912289,0.942966,0.641147,0.514874,0.874669,0.268801,0.978903,0.369477
0.38921,0.210133,0.165527,0.564747,0.296913,0.999629,0.945245,0.709423,0.686469
0.971305,0.03823,0.526804,0.978243,0.398933,0.704057,0.398411,0.085248,0.196042
0.533586,0.089939,0.146212,0.101638,0.874582,0.185319,0.007028,0.779597,0.391969
0.312265,0.092704,0.912885,0.289093,0.265557,0.82854,0.926313,0.59032,0.125394
0.850584,0.573676,0.62124,0.723657,0.454803,0.880803,0.245813,0.892039,0.43482
0.718406,0.602065,0.233216,0.812831,0.781513,0.061945,0.633088,0.914698,0.556323
0.362975,0.700274,0.114627,0.03256,0.222569,0.772535,0.688999,0.452947,0.597609
0.070176,0.172127,0.099891,0.721647,0.037143,0.832673,0.242994,0.867948,0.464656
0.357209,0.319406,0.453358,0.042335,0.902752,0.339225,0.27049,0.341025,0.524463
0.159062,0.430364,0.811347,0.947772,0.661473,0.908111,0.323341,0.25302,0.110773
0.148683,0.158754,0.177301,0.159757,0.923764,0.915125,0.472095,0.317281,0.729121
0.716672,0.574104,0.392664,0.746147,0.786274,0.775823,0.237179,0.505605,0.618453
0.220477,0.797128,0.797659,0.677482,0.219411,0.072393,0.545112,0.19078,0.441185
0.279204,0.861212,0.132702,0.035768,0.961856,0.330126,0.265655,0.065837,0.801799
0.222524,0.835455,0.865386,0.614347,0.923304,0.014094,0.073862,0.791949,0.206856
0.685666,0.979841,0.358349,0.30232,0.052358,0.72727,0.055968,0.026154,0.317016
0.145972,0.465806,0.096454,0.954254,0.602577,0.237151,0.340431,0.34341,0.72367
0.159563,0.783408,0.687786,0.066054,0.161301,0.765437,0.659214,0.301881,0.563274
0.570317,0.289284,0.603131,0.450154,0.411837,0.558318,0.72329,0.883387,0.476339
0.611285,0.212698,0.899597,0.70667,0.722064,0.344884,0.500014,0.61424,0.331712
0.105443,0.143117,0.303146,0.427214,0.170664,0.995191,0.419831,0.593419,0.503282
0.046893,0.794249,0.357155,0.28236,0.753646,0.137321,0.961212,0.926942,0.704266
0.072167,0.478707,0.026,0.600653,0.912569,0.30812,0.701324,0.076097,0.795129
0.81292,0.596815,0.633912,0.231316,0.637625,0.248999,0.358724,0.089734,0.478124
0.740516,0.478886,0.200524,0.012726,0.148829,0.838728,0.065997,0.112122,0.349007
0.932529,0.605969,0.689021,0.481379,0.821226,0.07034,0.872686,0.094292,0.502237
0.864321,0.311498,0.36966,0.304262,0.600235,0.820336,0.051387,0.656066,0.603638
0.575424,0.540689,0.187378,0.570674,0.794816,0.029548,0.37041,0.022136,0.695878
0.43346,0.242066,0.754323,0.560612,0.784431,0.395292,0.447983,0.87321,0.485384
0.631182,0.683046,0.82778,0.498131,0.263034,0.999623,0.038584,0.712113,0.343123
0.487708,0.64069,0.343139,0.763135,0.052228,0.598062,0.212947,0.270216,0.395542
0.305277,0.820501,0.471619,0.077115,0.409867,0.163663,0.338974,0.097433,0.433647
0.400189,0.656815,0.714531,0.289528,0.613858,0.932502,0.175487,0.402177,0.60681
0.474035,0.816284,0.080776,0.026458,0.735567,0.757988,0.826077,0.232372,0.380738
0.514779,0.793694,0.207972,0.195011,0.090487,0.393629,0.812342,0.545023,0.34236
0.247163,0.146502,0.860358,0.049287,0.372081,0.064985,0.986455,0.170747,0.509512
0.761557,0.675164,0.851255,0.753861,0.615276,0.848574,0.91021,0.631373,0.238367
0.555069,0.181466,0.865342,0.26573,0.563541,0.510999,0.635969,0.3283,0.365403
0.357944,0.271336,0.609287,0.208882,0.146443,0.234617,0.09833,0.557086,0.27593
0.516291,0.592096,0.35169,0.090639,0.712754,0.173139,0.234681,0.760595,0.131109
0.661637,0.168963,0.191158,0.494767,0.716638,0.157547,0.564963,0.467772,0.858304
0.316358,0.147594,0.281685,0.249692,0.97373,0.17474,0.857016,0.829106,0.833353
0.628153,0.03687,0.681757,0.756788,0.468069,0.059275,0.728833,0.042788,0.368474
0.592954,0.247746,0.281503,0.441861,0.7163,0.907929,0.643369,0.691367,0.50494
0.042029,0.14194,0.622864,0.379281,0.298547,0.856762,0.443302,0.858262,0.595059
0.324029,0.01256,0.526249,0.971539,0.866408,0.096501,0.378141,0.677473,0.713454
0.545894,0.695388,0.816327,0.477987,0.895851,0.402691,0.365678,0.525282,0.557516
0.16137,0.052999,0.874108,0.319463,0.704379,0.324822,0.927268,0.653064,0.443828
0.94291,0.292777,0.938195,0.966972,0.957855,0.897103,0.29458,0.599622,0.390327
0.327952,0.914633,0.989894,0.736686,0.677924,0.951285,0.152927,0.101863,0.091393
0.48424,0.611568,0.832209,0.72181,0.382923,0.377283,0.718301,0.791659,0.313068
0.02021,0.403474,0.788482,0.780569,0.822292,0.405617,0.662224,0.147877,0.159646
0.63439,0.259435,0.907771,0.996055,0.513032,0.505315,0.300298,0.551778,0.306803
0.404233,0.580205,0.678254,0.370143,0.327363,0.728563,0.249775,0.614668,0.511595
0.440054,0.329908,0.421768,0.449543,0.111273,0.970855,0.209113,0.789832,0.394985
0.446851,0.926027,0.905743,0.434964,0.677421,0.204542,0.904545,0.475872,0.477181
0.676781,0.091969,0.602042,0.49872,0.918894,0.825115,0.434202,0.858808,0.576066
0.831317,0.21505,0.603759,0.655854,0.94057,0.332527,0.45279,0.841473,0.500082
0.912316,0.675427,0.442746,0.656132,0.202336,0.368182,0.817566,0.726963,0.253866
0.168453,0.602804,0.461386,0.329351,0.006706,0.477385,0.788046,0.65801,0.412936
0.971971,0.124753,0.732893,0.094087,0.401085,0.419678,0.710184,0.66319,0.460858
0.717269,0.173098,0.671507,0.433435,0.039646,0.771006,0.26358,0.662284,0.386139
0.259998,0.636128,0.026247,0.810896,0.966222,0.144309,0.205503,0.445783,0.658634
0.454628,0.146422,0.784033,0.512963,0.289909,0.724192,0.246133,0.548181,0.494889
0.373346,0.336272,0.138053,0.955176,0.687513,0.516374,0.017915,0.211899,0.795754
0.360521,0.880567,0.790044,0.565583,0.52958,0.557083,0.869542,0.73847,0.324541
0.835597,0.11325,0.151052,0.017175,0.423818,0.584807,0.218111,0.897695,0.488836
0.84361,0.855399,0.268667,0.242184,0.063335,0.436685,0.117788,0.908236,0.581193
0.510145,0.14489,0.898943,0.60719,0.070718,0.527022,0.222727,0.930669,0.40819
0.371636,0.580665,0.317523,0.052016,0.140083,0.47202,0.683399,0.672208,0.333183
0.628257,0.067332,0.973184,0.592213,0.838076,0.268251,0.144219,0.10698,0.374808
0.334662,0.181761,0.014604,0.436386,0.775417,0.328464,0.376936,0.726152,0.755942
0.250644,0.226504,0.120504,0.377007,0.774514,0.085908,0.119782,0.029972,0.754724
0.266058,0.164171,0.877961,0.762895,0.605874,0.418653,0.716923,0.462496,0.202667
0.298135,0.611483,0.685866,0.049984,0.562544,0.535102,0.50994,0.228754,0.55956
0.379003,0.974887,0.347306,0.468401,0.396552,0.235796,0.216966,0.783587,0.613151
0.433954,0.220046,0.508,0.263165,0.853963,0.990896,0.87274,0.587576,0.392566
0.919156,0.62909,0.126897,0.100394,0.762134,0.962597,0.960254,0.813563,0.459333
0.111493,0.876221,0.31989,0.405267,0.547844,0.458219,0.617638,0.005583,0.521341
0.718194,0.061672,0.749057,0.55279,0.35422,0.366848,0.048704,0.892415,0.260958
0.799622,0.063135,0.331463,0.082034,0.455285,0.066245,0.281385,0.23049,0.373465
0.257559,0.643797,0.249056,0.938161,0.881432,0.017102,0.415213,0.946017,0.442232
0.475995,0.031093,0.315551,0.69086,0.387963,0.262621,0.346977,0.432123,0.788839
0.460768,0.15755,0.821669,0.787723,0.521005,0.732181,0.667076,0.140388,0.208612
0.561683,0.348853,0.649367,0.187681,0.315374,0.756853,0.84495,0.781757,0.498201
0.504326,0.320383,0.937611,0.907263,0.646599,0.317502,0.955932,0.861746,0.137257
0.571517,0.852172,0.167657,0.575345,0.952617,0.887292,0.982681,0.192188,0.319728
0.779326,0.901239,0.329606,0.023105,0.658856,0.101999,0.486876,0.712989,0.382017
0.172461,0.508658,0.041819,0.859494,0.937074,0.799765,0.629178,0.985961,0.80851
0.336654,0.94025,0.488381,0.005735,0.45632,0.378674,0.977683,0.236035,0.616189
0.732623,0.110258,0.402079,0.034589,0.270583,0.768135,0.506188,0.062335,0.675895
0.288288,0.575658,0.015391,0.803612,0.911049,0.904493,0.155737,0.962885,0.830271
0.893429,0.910343,0.347826,0.146053,0.096212,0.130864,0.935575,0.70153,0.142303
0.756512,0.504355,0.235974,0.513682,0.577269,0.81042,0.897289,0.54693,0.424247
0.755747,0.618498,0.462868,0.032255,0.852245,0.422855,0.502845,0.200711,0.658398
0.900429,0.874554,0.642037,0.602587,0.894733,0.140388,0.984831,0.842545,0.625364
0.401874,0.048803,0.752129,0.726877,0.915534,0.840152,0.6309,0.735258,0.222676
0.790245,0.778857,0.952964,0.907853,0.479818,0.003502,0.914705,0.95185,0.323032
0.677644,0.803314,0.190523,0.492138,0.158007,0.74414,0.167115,0.374808,0.301284
0.327532,0.824515,0.612705,0.080632,0.048728,0.705876,0.139491,0.608195,0.191373
0.412688,0.114048,0.790513,0.385498,0.589438,0.754501,0.925745,0.072363,0.143393
0.525619,0.265937,0.039009,0.422646,0.347927,0.801393,0.694455,0.380771,0.541898
0.423084,0.854922,0.259202,0.532361,0.705676,0.731151,0.943414,0.745154,0.307357
0.242921,0.123078,0.83502,0.864467,0.760314,0.446917,0.619703,0.158778,0.099548
0.471624,0.030832,0.025967,0.567588,0.965105,0.456138,0.742311,0.624198,0.956827
0.998248,0.769089,0.088702,0.711956,0.532561,0.394285,0.142426,0.829105,0.522706
0.325597,0.63878,0.409752,0.225346,0.517568,0.093818,0.247948,0.006202,0.470443
0.900936,0.72568,0.9779,0.709844,0.565537,0.321047,0.516803,0.278036,0.387695
0.927638,0.129039,0.260114,0.743278,0.697817,0.463761,0.553785,0.425464,0.822858
0.66359,0.197078,0.154385,0.470409,0.685934,0.496784,0.021911,0.32243,0.779914
0.135786,0.648283,0.276334,0.005884,0.997494,0.37094,0.035024,0.969863,0.355403
0.976641,0.424379,0.746854,0.540335,0.825965,0.815566,0.386005,0.894893,0.449981
0.197652,0.582148,0.305824,0.837272,0.238607,0.883541,0.524314,0.854418,0.240986
0.68589,0.98486,0.363279,0.656505,0.551785,0.071913,0.767613,0.124788,0.556002
0.899193,0.824023,0.942106,0.601548,0.592416,0.251322,0.336901,0.798152,0.357403
0.632053,0.850463,0.709598,0.266794,0.395255,0.86941,0.341905,0.197399,0.376795
0.124965,0.198489,0.182909,0.072144,0.057136,0.622198,0.438557,0.21331,0.494157
0.116613,0.352124,0.6453,0.778509,0.892195,0.721288,0.644293,0.420643,0.27568
0.765261,0.290998,0.592592,0.373579,0.256893,0.719073,0.979289,0.350358,0.260743
0.800589,0.022331,0.781301,0.16057,0.84951,0.500299,0.489879,0.989945,0.281119
0.506083,0.895112,0.223496,0.403226,0.921219,0.445731,0.089386,0.138949,0.78976
0.103301,0.545761,0.756769,0.274554,0.008009,0.533366,0.920595,0.611691,0.316832
0.04907,0.479331,0.94325,0.457677,0.297056,0.063786,0.152832,0.788238,0.232862
0.649528,0.074411,0.930908,0.101973,0.808833,0.696991,0.121805,0.699815,0.380235
0.819586,0.139651,0.518323,0.918239,0.332561,0.462556,0.715743,0.728737,0.400415
0.774329,0.542711,0.626029,0.98943,0.478363,0.249689,0.682334,0.442021,0.301466
0.189032,0.220755,0.722499,0.050413,0.710201,0.429969,0.254515,0.368736,0.482074
0.825087,0.540214,0.002253,0.673923,0.805423,0.690069,0.880884,0.632908,0.528335
0.228621,0.261315,0.540525,0.237801,0.040408,0.149878,0.828666,0.101915,0.472295
0.15178,0.180453,0.734674,0.963453,0.780222,0.311301,0.320415,0.669549,0.596641
0.771947,0.247877,0.606458,0.611748,0.532007,0.705541,0.306687,0.451801,0.517761
0.170003,0.356037,0.807558,0.635917,0.214229,0.129839,0.615973,0.623694,0.559642
0.023725,0.052829,0.491194,0.70362,0.886814,0.591441,0.065727,0.362221,0.866684
0.709568,0.441016,0.689277,0.175385,0.828468,0.899131,0.33987,0.216379,0.487366
0.830558,0.17533,0.672139,0.317551,0.311626,0.025709,0.231418,0.974661,0.195202
0.156343,0.144228,0.639521,0.854634,0.656372,0.887866,0.72524,0.464681,0.042515
0.46294,0.468409,0.468524,0.353396,0.194641,0.747604,0.261602,0.922068,0.445295
0.05905,0.533489,0.692645,0.080134,0.69178,0.916034,0.967189,0.235276,0.291258
0.378628,0.231862,0.271462,0.010499,0.23757,0.045828,0.153708,0.310884,0.421499
0.11935,0.212642,0.875776,0.07157,0.123895,0.950265,0.837981,0.076291,0.115689
0.759385,0.200436,0.974819,0.122224,0.798885,0.230738,0.849563,0.348907,0.34312
0.04696,0.067608,0.491387,0.155094,0.152107,0.00084,0.481737,0.63135,0.410267
0.197616,0.817676,0.934864,0.403818,0.898306,0.006592,0.270576,0.951571,0.278965
0.078339,0.188392,0.998288,0.208791,0.947492,0.665922,0.772721,0.698884,0.249458
0.541438,0.665155,0.899835,0.581421,0.532255,0.409897,0.165813,0.094756,0.405835
0.280102,0.972006,0.302272,0.11681,0.380584,0.405794,0.253167,0.448699,0.530633
0.325789,0.787513,0.667697,0.207239,0.502141,0.468973,0.211096,0.513552,0.527248
0.125344,0.285522,0.989198,0.49225,0.299262,0.063407,0.233744,0.648397,0.4137
0.496321,0.990043,0.136943,0.952638,0.874814,0.327296,0.811924,0.234598,0.675856
0.05629,0.923749,0.13626,0.910797,0.164088,0.460609,0.966301,0.9367,0.323091
0.9902,0.81547,0.673009,0.946847,0.241651,0.524205,0.224143,0.949517,0.477343
0.078389,0.118428,0.274692,0.628746,0.705045,0.140283,0.484809,0.196827,0.886036
0.382433,0.880894,0.159266,0.214596,0.154127,0.082249,0.892555,0.619907,0.325809
0.067725,0.605554,0.311047,0.094747,0.848433,0.931882,0.948794,0.769453,0.597176
0.162489,0.339716,0.138399,0.525946,0.82327,0.344734,0.021222,0.234214,0.864567
0.751266,0.758264,0.618213,0.080062,0.949134,0.472692,0.447796,0.484836,0.638718
0.598126,0.731857,0.368829,0.803926,0.126229,0.560604,0.903067,0.404191,0.416102
0.972601,0.934998,0.218023,0.418612,0.025537,0.757725,0.59818,0.061477,0.64813
0.31052,0.85625,0.772427,0.759349,0.85704,0.980854,0.066599,0.556609,0.476574
0.523167,0.444575,0.087702,0.470264,0.468162,0.220101,0.000108,0.752624,0.568746
0.215599,0.983405,0.594833,0.564798,0.281238,0.276308,0.632382,0.60844,0.575971
0.296954,0.374409,0.434655,0.826645,0.98935,0.716862,0.81434,0.196127,0.135572
0.528759,0.8003,0.492208,0.113254,0.973461,0.362297,0.560911,0.852485,0.654665
0.195735,0.17195,0.721932,0.462134,0.952187,0.59811,0.761376,0.655717,0.419187
0.47228,0.339995,0.465067,0.984552,0.439446,0.956794,0.530957,0.16139,0.367049
0.022385,0.441335,0.591896,0.108786,0.693603,0.946586,0.389611,0.484878,0.700907
0.19089,0.524282,0.089008,0.398081,0.860535,0.422337,0.12732,0.110065,0.877791
