@relation puma8NH-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute theta1 numeric
@attribute theta2 numeric
@attribute theta3 numeric
@attribute thetad1 numeric
@attribute thetad2 numeric
@attribute thetad3 numeric
@attribute tau1 numeric
@attribute tau2 numeric
@attribute thetadd3 numeric

@data
0.698133,0.143694,0.003833,0.665937,0.795652,0.562686,0.320399,0.793149,0.471043
0.014683,0.755971,0.462594,0.572616,0.495432,0.165146,0.926642,0.492693,0.829199
0.764229,0.879564,0.071049,0.144146,0.871735,0.935652,0.747615,0.719023,0.720338
0.152666,0.566328,0.629417,0.831584,0.557862,0.132559,0.333827,0.465508,0.895105
0.626774,0.952852,0.84234,0.7533,0.950041,0.657677,0.569677,0.231114,0.312736
0.351294,0.504284,0.685526,0.671581,0.646494,0.369202,0.951025,0.28459,0.73897
0.562203,0.833751,0.689497,0.409348,0.695804,0.877632,0.762318,0.815503,0.78588
0.929308,0.038366,0.142633,0.028125,0.087768,0.461655,0.560103,0.337659,0.440487
0.091586,0.116648,0.798588,0.536598,0.197697,0.531519,0.579411,0.828338,0.555188
0.928444,0.520258,0.943523,0.996356,0.611736,0.344228,0.285433,0.140289,0.760152
0.488231,0.729357,0.519999,0.195273,0.080472,0.870021,0.854286,0.463192,0.738653
0.577315,0.792819,0.291387,0.650523,0.751974,0.674378,0.213966,0.047003,0.525038
0.117907,0.433774,0.555393,0.959432,0.084332,0.724834,0.095563,0.131408,0.847818
0.818125,0.604566,0.79553,0.151439,0.434419,0.003818,0.927264,0.943717,0.831322
0.757748,0.974889,0.937736,0.7473,0.127549,0.886494,0.679142,0.944754,0.496425
0.8495,0.859107,0.520307,0.366993,0.908796,0.644917,0.154683,0.717555,0.730045
0.109796,0.1258,0.48278,0.777959,0.362618,0.584672,0.776725,0.937547,0.235909
0.925445,0.11944,0.68618,0.663082,0.815428,0.84027,0.91065,0.715466,0.33337
0.03427,0.915758,0.897325,0.691098,0.630326,0.69815,0.681483,0.282276,0.690651
0.028446,0.044958,0.83747,0.906138,0.466805,0.159957,0.738595,0.123677,0.130621
0.973926,0.848073,0.205377,0.367212,0.587546,0.90304,0.725642,0.422564,0.511367
0.930111,0.528876,0.67125,0.787536,0.312624,0.562385,0.254544,0.013499,0.92456
0.785111,0.808255,0.521192,0.244338,0.641723,0.203151,0.574027,0.3438,0.886944
0.483826,0.703154,0.458567,0.91904,0.288724,0.988943,0.252826,0.137992,0.75475
0.942708,0.225736,0.794156,0.069034,0.588975,0.915556,0.047994,0.669927,0.38099
0.318524,0.806361,0.700156,0.513846,0.829975,0.263426,0.45154,0.786332,0.849856
0.419909,0.585362,0.291456,0.819572,0.682908,0.196883,0.242823,0.022017,0.424807
0.297262,0.494182,0.029961,0.7129,0.012098,0.036939,0.512755,0.572464,0.431333
0.966289,0.501966,0.760905,0.325312,0.441973,0.930568,0.309315,0.516409,0.598626
0.175124,0.971217,0.262912,0.176158,0.859282,0.687706,0.19167,0.322519,0.7549
0.710282,0.295798,0.412143,0.813786,0.449698,0.734627,0.663823,0.475561,0.174534
0.356264,0.02281,0.903293,0.977282,0.0629,0.624106,0.433924,0.730487,0.218038
0.951726,0.767397,0.358261,0.384615,0.06285,0.787893,0.752812,0.057295,0.789172
0.894536,0.700838,0.571012,0.404181,0.875623,0.258475,0.264013,0.141515,0.835479
0.512287,0.996711,0.408392,0.777019,0.568146,0.938335,0.830715,0.309147,0.727714
0.93418,0.917874,0.433068,0.438121,0.241382,0.547027,0.174881,0.160716,0.814575
0.5574,0.12575,0.659863,0.447967,0.70748,0.064567,0.768943,0.160005,0.50051
0.484483,0.752844,0.953315,0.53754,0.018754,0.880298,0.561097,0.03233,0.724246
0.206182,0.898577,0.370717,0.696453,0.62497,0.701767,0.476468,0.742984,0.704881
0.083995,0.54412,0.683632,0.854379,0.632565,0.315211,0.667144,0.283589,0.928188
0.409044,0.996192,0.695718,0.939771,0.676427,0.302919,0.105334,0.338095,0.480855
0.167138,0.76196,0.048162,0.561886,0.170174,0.082182,0.778641,0.142319,0.413982
0.219358,0.318827,0.14615,0.119945,0.16342,0.594901,0.666376,0.383128,0.613015
0.837337,0.463647,0.232942,0.561816,0.995079,0.394898,0.749379,0.358796,0.472425
0.52536,0.687334,0.78124,0.022945,0.043871,0.887295,0.128509,0.81906,0.928566
0.545768,0.637175,0.429283,0.831306,0.884413,0.947887,0.348863,0.163225,0.511767
0.658503,0.155509,0.412922,0.908328,0.269124,0.66734,0.95906,0.323464,0.151292
0.718285,0.799871,0.709255,0.412384,0.729657,0.698865,0.700651,0.415071,0.761641
0.718923,0.524567,0.306386,0.699313,0.689828,0.479221,0.735392,0.287146,0.347169
0.596041,0.484319,0.392439,0.703125,0.749155,0.298948,0.389469,0.594653,0.880702
0.679675,0.958694,0.968349,0.177996,0.739761,0.469885,0.867088,0.606751,0.479941
0.74748,0.41123,0.955398,0.534073,0.760102,0.239818,0.746716,0.601055,0.716943
0.354157,0.621967,0.02758,0.710369,0.492585,0.333918,0.02594,0.030143,0.483319
0.370463,0.644969,0.323269,0.40121,0.95197,0.072432,0.940658,0.063075,0.737775
0.130304,0.766444,0.34697,0.667668,0.87206,0.385487,0.612535,0.507517,0.949211
0.487908,0.307003,0.587302,0.139709,0.314291,0.588336,0.338528,0.470571,0.613976
0.972498,0.846327,0.879123,0.83286,0.994729,0.527396,0.291135,0.981595,0.484925
0.698187,0.03692,0.858674,0.212975,0.5803,0.147865,0.540895,0.512637,0.351985
0.58194,0.517521,0.980077,0.24645,0.137306,0.819132,0.707921,0.610824,0.836535
0.324638,0.562406,0.774218,0.035507,0.150373,0.379375,0.898862,0.60444,0.847298
0.586738,0.140427,0.136792,0.872206,0.215635,0.92554,0.82462,0.878002,0.370097
0.335509,0.243122,0.783704,0.430362,0.859792,0.256807,0.231287,0.145812,0.692683
0.312031,0.699403,0.471715,0.853924,0.987733,0.967715,0.543128,0.037629,0.68001
0.557285,0.193755,0.715342,0.695732,0.501255,0.013262,0.628364,0.537937,0.385211
0.308446,0.442873,0.362414,0.182325,0.493598,0.353832,0.675389,0.857206,0.347514
0.99312,0.404514,0.154292,0.94356,0.365541,0.700738,0.183741,0.080761,0.304582
0.809612,0.547507,0.559759,0.319061,0.387797,0.651885,0.24214,0.554643,0.657248
0.370091,0.384029,0.143459,0.901347,0.944335,0.789911,0.663708,0.53424,0.471006
0.065386,0.828791,0.400203,0.167993,0.628293,0.549133,0.562028,0.689883,0.923203
0.145749,0.328913,0.531433,0.341903,0.257101,0.655365,0.717457,0.872609,0.407595
0.777184,0.593468,0.418589,0.131494,0.249012,0.732365,0.647906,0.981996,0.535915
0.398217,0.057383,0.516126,0.113268,0.955106,0.75725,0.816795,0.365707,0.142943
0.619112,0.198483,0.121954,0.539569,0.124802,0.725728,0.124721,0.171356,0.535627
0.997277,0.255979,0.696545,0.829781,0.259649,0.471828,0.517285,0.713639,0.342252
0.972261,0.853404,0.746502,0.309085,0.742503,0.543311,0.72284,0.335776,0.800416
0.573634,0.927863,0.195122,0.038137,0.347297,0.156559,0.628611,0.704553,0.581413
0.30838,0.334841,0.083844,0.159281,0.228948,0.627145,0.49921,0.939082,0.397229
0.140233,0.626295,0.717794,0.903691,0.339449,0.292495,0.94984,0.357266,0.531695
0.92805,0.894896,0.551223,0.887076,0.124266,0.723674,0.598525,0.062035,0.71723
0.183942,0.162187,0.5746,0.703098,0.287231,0.911858,0.897453,0.943682,0.537981
0.267666,0.145932,0.578961,0.978327,0.640288,0.079333,0.915851,0.144368,0.306411
0.307921,0.625688,0.522643,0.625486,0.999411,0.194328,0.314791,0.545719,0.896227
0.477312,0.241579,0.85689,0.228059,0.061652,0.656391,0.967279,0.44448,0.470042
0.845706,0.100165,0.986282,0.515581,0.992191,0.872049,0.93362,0.764844,0.832709
0.262558,0.299343,0.945441,0.225999,0.45628,0.332321,0.183152,0.171311,0.57146
0.515462,0.359504,0.268427,0.839063,0.251615,0.471529,0.489882,0.179186,0.341519
0.642169,0.659393,0.554983,0.072965,0.642389,0.379806,0.137736,0.903184,0.906918
0.168354,0.195634,0.268477,0.676986,0.476503,0.110897,0.3249,0.436274,0.362867
0.462542,0.033311,0.246903,0.15657,0.671557,0.479282,0.761774,0.678905,0.45943
0.822516,0.405679,0.72398,0.842056,0.538762,0.220081,0.079567,0.300562,0.710307
0.569221,0.772016,0.920372,0.982632,0.978683,0.912269,0.814731,0.696923,0.66208
0.720808,0.194165,0.595355,0.460662,0.050186,0.005832,0.782503,0.055204,0.422019
0.786323,0.173927,0.730428,0.194015,0.947606,0.746794,0.116631,0.196318,0.255073
0.999242,0.271585,0.776606,0.170636,0.051661,0.792274,0.377518,0.75646,0.459806
0.602704,0.452488,0.836265,0.66887,0.079485,0.29677,0.776422,0.854955,0.950833
0.878468,0.675152,0.200602,0.131596,0.971272,0.386448,0.75377,0.146323,0.628747
0.703124,0.006514,0.228155,0.114704,0.095874,0.667021,0.592285,0.179051,0.373277
0.967448,0.984698,0.670743,0.277165,0.305635,0.135409,0.22894,0.714569,0.597225
0.097062,0.133179,0.405856,0.166098,0.792218,0.8715,0.721199,0.765958,0.242178
0.577665,0.68325,0.207616,0.996306,0.773773,0.935658,0.845582,0.17742,0.397479
0.751989,0.197005,0.288352,0.667082,0.033869,0.834343,0.321179,0.908208,0.206881
0.666695,0.820425,0.903502,0.49432,0.698152,0.344197,0.758072,0.466494,0.635854
0.672712,0.931396,0.5252,0.597941,0.084035,0.738336,0.977725,0.000796,0.797734
0.856136,0.380119,0.471714,0.82494,0.90328,0.961206,0.161673,0.200579,0.404384
0.183663,0.466127,0.877967,0.417829,0.230403,0.070473,0.02911,0.304116,0.868663
0.011434,0.153918,0.693736,0.636506,0.187917,0.199578,0.544984,0.223404,0.398792
0.852066,0.986909,0.788802,0.098059,0.355565,0.070921,0.545389,0.038894,0.425378
0.150869,0.368534,0.913886,0.987386,0.87373,0.450952,0.699273,0.260128,0.865279
0.015271,0.645237,0.822534,0.924143,0.050106,0.649814,0.440711,0.787527,0.903527
0.287121,0.080701,0.108793,0.393776,0.008716,0.205857,0.047974,0.325748,0.655111
0.349741,0.405026,0.758084,0.933283,0.652811,0.505083,0.330412,0.074515,0.767783
0.054047,0.266809,0.571888,0.128514,0.176209,0.488373,0.531921,0.701205,0.090986
0.42802,0.891449,0.66352,0.900152,0.870069,0.940237,0.792549,0.878425,0.581632
0.942115,0.265421,0.254905,0.621715,0.618839,0.69932,0.355138,0.633427,0.235784
0.046283,0.792959,0.636609,0.685668,0.375454,0.269043,0.851149,0.72939,0.887543
0.54747,0.253618,0.037739,0.422818,0.07636,0.77863,0.10362,0.54434,0.452595
0.38123,0.575302,0.354921,0.264363,0.175417,0.172537,0.139158,0.806041,0.498273
0.875481,0.472677,0.874848,0.99201,0.572087,0.147124,0.082408,0.032193,0.875056
0.53821,0.630959,0.044751,0.241144,0.964683,0.67786,0.738576,0.790034,0.450584
0.936813,0.150761,0.675645,0.645204,0.365479,0.656114,0.309012,0.416047,0.280829
0.311063,0.42061,0.476201,0.229886,0.766025,0.760718,0.099118,0.882616,0.219601
0.461873,0.780486,0.165921,0.35349,0.985354,0.992965,0.851104,0.978018,0.446198
0.297577,0.784065,0.264105,0.215596,0.628834,0.626388,0.771784,0.899551,0.764652
0.524189,0.012306,0.48709,0.20484,0.861009,0.713851,0.541913,0.628529,0.094158
0.247084,0.262623,0.279351,0.405097,0.264177,0.539061,0.318466,0.301841,0.342754
0.967067,0.579687,0.984953,0.172947,0.887637,0.132207,0.416735,0.847002,0.693648
0.286375,0.552705,0.864595,0.705694,0.922939,0.272657,0.591073,0.821692,0.781449
0.061494,0.41059,0.198839,0.497263,0.161612,0.212851,0.578187,0.255528,0.310904
0.438127,0.736188,0.23121,0.449942,0.911432,0.943937,0.973921,0.074234,0.614134
0.645354,0.194791,0.113198,0.40952,0.59889,0.504706,0.000502,0.495381,0.694594
0.208129,0.614393,0.842013,0.24362,0.583229,0.356094,0.67386,0.153005,0.931675
0.261885,0.990445,0.185303,0.044382,0.29365,0.765338,0.743686,0.678054,0.700551
0.019114,0.218279,0.570319,0.758202,0.332901,0.269995,0.852529,0.919559,0.353737
0.949801,0.42877,0.506126,0.08341,0.184029,0.882102,0.868889,0.879361,0.72742
0.594956,0.254819,0.20858,0.185724,0.606136,0.259751,0.711421,0.427733,0.519485
0.221859,0.359806,0.340444,0.007196,0.370381,0.027853,0.822377,0.183235,0.338709
0.400603,0.150976,0.294055,0.483848,0.708265,0.251293,0.577404,0.100993,0.239225
0.96471,0.966697,0.365542,0.745026,0.90651,0.235786,0.991812,0.769305,0.829171
0.341724,0.680196,0.914722,0.038024,0.453893,0.219483,0.032988,0.478096,0.889276
0.598844,0.582179,0.834758,0.345972,0.64847,0.561608,0.206599,0.238516,0.859691
0.543135,0.403378,0.082081,0.534529,0.42182,0.31444,0.711405,0.155225,0.403863
0.073562,0.227832,0.994362,0.291906,0.043325,0.718918,0.687394,0.607835,0.936412
0.44901,0.621067,0.904809,0.453089,0.79496,0.932198,0.696513,0.880799,0.891682
0.990378,0.325983,0.325155,0.093367,0.518072,0.575868,0.830016,0.574783,0.417041
0.270962,0.523394,0.611136,0.646237,0.717162,0.745474,0.933901,0.488094,0.879493
0.642515,0.483153,0.821628,0.706272,0.634256,0.726375,0.988767,0.589748,0.76675
0.888177,0.831563,0.944015,0.260987,0.436731,0.853785,0.035285,0.072355,0.623459
0.44725,0.046527,0.199282,0.951759,0.142519,0.414562,0.197176,0.86116,0.402891
0.000903,0.191058,0.428361,0.335345,0.062096,0.12281,0.516367,0.278325,0.250369
0.898203,0.312357,0.499033,0.895146,0.73783,0.026673,0.987022,0.261458,0.274562
0.562137,0.736519,0.801612,0.366041,0.909819,0.836915,0.530855,0.771882,0.8561
0.460038,0.958435,0.603388,0.44897,0.561839,0.952988,0.054473,0.565181,0.81525
0.224797,0.73354,0.762343,0.498447,0.051195,0.954708,0.964211,0.896258,0.860578
0.458635,0.380316,0.783627,0.144533,0.384908,0.102793,0.142459,0.283635,0.719591
0.431396,0.615912,0.34584,0.670025,0.491931,0.338042,0.327443,0.175802,0.440403
0.971482,0.776553,0.123072,0.333629,0.206978,0.478696,0.919902,0.227175,0.496011
0.864273,0.124919,0.692117,0.431315,0.866581,0.339567,0.949272,0.824448,0.07536
0.393164,0.134207,0.683879,0.010994,0.193254,0.880394,0.17329,0.422144,0.201435
0.231409,0.843416,0.009799,0.916891,0.176627,0.509091,0.688622,0.255848,0.308089
0.763685,0.741324,0.497393,0.325125,0.308343,0.647065,0.249965,0.048654,0.763213
0.802193,0.875948,0.345943,0.395228,0.418853,0.464076,0.24522,0.320109,0.784561
0.384605,0.29617,0.661516,0.21141,0.277002,0.030254,0.171807,0.510013,0.26439
0.950956,0.834743,0.345627,0.103112,0.276462,0.968158,0.988497,0.040095,0.783308
0.543399,0.840771,0.589638,0.39346,0.693087,0.240938,0.556659,0.441814,0.904969
0.852327,0.372198,0.460609,0.230944,0.551147,0.306529,0.77007,0.089116,0.46667
0.303125,0.02797,0.545076,0.587035,0.804888,0.744185,0.266758,0.278488,0.196211
0.237245,0.920531,0.060308,0.662172,0.508334,0.945792,0.131335,0.321126,0.202912
0.867176,0.905044,0.974322,0.54584,0.506172,0.626206,0.716359,0.415436,0.295745
0.284195,0.908531,0.526717,0.089371,0.365394,0.234519,0.705954,0.554586,0.684371
0.579225,0.88914,0.890651,0.545443,0.830369,0.892962,0.376512,0.852984,0.663128
0.826372,0.190747,0.199637,0.912208,0.480534,0.849541,0.716568,0.930444,0.40917
0.540098,0.364486,0.945264,0.253156,0.827558,0.650736,0.930571,0.536246,0.910652
0.120463,0.392996,0.736058,0.797157,0.004442,0.401627,0.827716,0.911734,0.801272
0.281847,0.445876,0.797562,0.310503,0.579967,0.549211,0.879557,0.155656,0.768772
0.621587,0.785476,0.969319,0.470607,0.187764,0.627417,0.072437,0.467045,0.584332
0.86024,0.33933,0.469871,0.859154,0.885321,0.210104,0.425666,0.94747,0.30947
0.523802,0.508066,0.195166,0.776327,0.939337,0.80581,0.839862,0.04813,0.443489
0.315368,0.776448,0.349801,0.238506,0.641986,0.614526,0.453696,0.016781,0.786696
0.925465,0.450481,0.130689,0.321993,0.663211,0.247463,0.220631,0.056053,0.481569
0.936122,0.541282,0.02137,0.353731,0.045342,0.613553,0.091779,0.538529,0.484875
0.999526,0.0459,0.667318,0.708702,0.482061,0.510947,0.867077,0.41861,0.121262
0.875348,0.232417,0.997611,0.881075,0.272594,0.975798,0.365149,0.875248,0.737591
0.535021,0.034826,0.696346,0.501509,0.49993,0.752557,0.962202,0.11815,0.152836
0.763087,0.690481,0.644518,0.591465,0.259961,0.707144,0.826844,0.270525,0.901188
0.566849,0.913171,0.461361,0.859187,0.428407,0.985029,0.479872,0.935823,0.827807
0.639138,0.728026,0.168682,0.741544,0.396956,0.544709,0.228607,0.112486,0.606249
0.064528,0.408165,0.474043,0.960579,0.376601,0.529482,0.349312,0.714307,0.391895
0.973541,0.377135,0.365994,0.333004,0.711261,0.597952,0.933966,0.580468,0.384529
0.442955,0.866006,0.382226,0.096452,0.367476,0.213049,0.910191,0.021872,0.722186
0.22103,0.425155,0.807963,0.087536,0.524887,0.084227,0.151316,0.137904,0.862473
0.893662,0.996237,0.45699,0.4096,0.939822,0.953256,0.57114,0.811989,0.675999
0.998509,0.955991,0.573962,0.987729,0.640071,0.440952,0.655821,0.008082,0.79176
0.111079,0.693504,0.401693,0.209569,0.328202,0.317809,0.328776,0.586145,0.718159
0.175576,0.566743,0.605572,0.143585,0.451456,0.266073,0.935195,0.239548,0.72335
0.83164,0.723077,0.053698,0.583664,0.14871,0.437383,0.689188,0.770168,0.347019
0.336126,0.607306,0.805825,0.154936,0.206507,0.550118,0.116675,0.943996,0.806531
0.231027,0.42726,0.145701,0.586279,0.099309,0.378089,0.29747,0.443802,0.284713
0.490796,0.837789,0.495487,0.314413,0.285675,0.762721,0.758904,0.443312,0.699137
0.60396,0.567207,0.39867,0.422306,0.473459,0.969649,0.04288,0.725258,0.625154
0.470139,0.70045,0.052963,0.234982,0.406667,0.71433,0.586131,0.77103,0.429157
0.209759,0.008245,0.300235,0.328695,0.293914,0.206494,0.7554,0.541426,0.200857
0.720088,0.0917,0.821325,0.614647,0.832403,0.060597,0.055102,0.14249,0.215304
0.077884,0.849113,0.683567,0.76494,0.572438,0.054319,0.568775,0.084105,0.852956
0.308486,0.125107,0.852248,0.233241,0.160959,0.255221,0.57331,0.288771,0.438396
0.213144,0.893496,0.0365,0.604137,0.220756,0.973645,0.188548,0.866408,0.516045
0.075448,0.918736,0.912265,0.739263,0.067213,0.095668,0.407559,0.632834,0.514678
0.785721,0.060212,0.023564,0.216411,0.314452,0.284173,0.108098,0.791122,0.319093
0.920226,0.40997,0.797521,0.619926,0.553996,0.179916,0.133234,0.241875,0.774029
0.917572,0.811329,0.13477,0.911159,0.844805,0.439203,0.261989,0.144128,0.627377
0.009711,0.200129,0.75268,0.12368,0.934771,0.083874,0.218047,0.63081,0.112209
0.323653,0.995817,0.400364,0.889117,0.423342,0.896399,0.122577,0.137352,0.682645
0.356008,0.725151,0.87619,0.556714,0.245099,0.988447,0.92465,0.015313,0.503467
0.788105,0.122937,0.411187,0.746431,0.527569,0.142593,0.950599,0.123504,0.346348
0.128629,0.629545,0.293286,0.572491,0.399096,0.505571,0.529865,0.137493,0.732645
0.205527,0.899688,0.030093,0.93406,0.69964,0.338638,0.337487,0.980049,0.464312
0.211155,0.478855,0.632414,0.194437,0.039014,0.293464,0.233604,0.088438,0.70479
0.598574,0.048038,0.57249,0.250079,0.130704,0.894236,0.777493,0.85699,0.173877
0.005876,0.755696,0.855348,0.329016,0.687151,0.501737,0.116082,0.971462,0.685777
0.115982,0.092335,0.48115,0.395891,0.550209,0.555562,0.605309,0.064296,0.254692
0.44761,0.10083,0.149122,0.071977,0.042344,0.231912,0.892891,0.258906,0.550063
0.493586,0.730155,0.912393,0.896116,0.040089,0.344031,0.962838,0.824758,0.782
0.544303,0.024563,0.339247,0.882232,0.708995,0.522622,0.068462,0.665583,0.298859
0.722932,0.889787,0.741805,0.373309,0.053323,0.714344,0.823531,0.575185,0.816359
0.418478,0.526783,0.526927,0.612938,0.124465,0.062202,0.04047,0.225249,0.770309
0.728127,0.191598,0.483175,0.426262,0.951516,0.438142,0.432126,0.517541,0.272288
0.239831,0.364192,0.006903,0.249584,0.804222,0.552931,0.385061,0.515322,0.463109
0.802574,0.262951,0.780281,0.923382,0.265329,0.912195,0.566196,0.736663,0.798691
0.671543,0.291207,0.311148,0.712302,0.976981,0.313524,0.321546,0.064763,0.123954
0.299482,0.807856,0.823443,0.205241,0.606979,0.420286,0.372241,0.072092,0.549031
0.084256,0.93025,0.276189,0.276434,0.038478,0.280146,0.424519,0.663182,0.70783
0.108879,0.715797,0.790322,0.651911,0.072174,0.452428,0.504629,0.018092,0.689343
0.36107,0.799721,0.202246,0.75427,0.255141,0.723212,0.830237,0.28432,0.679114
0.699718,0.772305,0.781311,0.234315,0.199687,0.967866,0.078625,0.466469,0.513144
0.835513,0.813989,0.817154,0.530425,0.460936,0.561849,0.244452,0.398044,0.625674
0.669973,0.906088,0.495295,0.085944,0.764359,0.766868,0.451622,0.162924,0.839299
0.857648,0.786202,0.151078,0.931727,0.495163,0.648062,0.998387,0.257629,0.355045
0.661569,0.673969,0.345585,0.392293,0.093728,0.603501,0.172931,0.390285,0.562984
0.117222,0.928194,0.750041,0.772568,0.758471,0.839702,0.371958,0.300732,0.590577
0.622693,0.360521,0.359403,0.588502,0.463702,0.035449,0.468856,0.805791,0.321293
0.167636,0.126026,0.29543,0.595276,0.295755,0.124216,0.131308,0.875788,0.137272
0.035462,0.950202,0.351113,0.286739,0.215566,0.77129,0.763159,0.960705,0.7701
0.469989,0.181877,0.243513,0.200141,0.892256,0.724626,0.592094,0.977623,0.287323
0.876544,0.333438,0.522613,0.121922,0.384102,0.57038,0.599916,0.432713,0.419246
0.084066,0.739188,0.610036,0.163696,0.417346,0.151458,0.917804,0.961625,0.919392
0.734573,0.517898,0.317955,0.098795,0.728728,0.079398,0.001464,0.671822,0.365009
0.881657,0.262479,0.854563,0.131406,0.778106,0.758172,0.315927,0.644489,0.769074
0.652323,0.300548,0.170297,0.888173,0.552793,0.965791,0.204047,0.347121,0.431568
0.749163,0.701748,0.859692,0.316404,0.737965,0.283588,0.275884,0.65708,0.650733
0.606794,0.190016,0.920422,0.80566,0.887072,0.634723,0.838557,0.097803,0.629845
0.665922,0.829223,0.645855,0.063019,0.501914,0.089293,0.273809,0.790848,0.858505
0.020426,0.273509,0.081017,0.648061,0.382333,0.843917,0.196084,0.517701,0.594598
0.548666,0.348748,0.646533,0.448536,0.282995,0.732307,0.681093,0.724367,0.693447
0.47453,0.481942,0.479349,0.134192,0.592453,0.34857,0.245694,0.28114,0.494456
0.746316,0.850167,0.382233,0.212826,0.071228,0.553034,0.12032,0.205191,0.845597
0.904345,0.533685,0.443837,0.395365,0.710847,0.647674,0.485809,0.718064,0.628249
0.715733,0.912739,0.20233,0.166005,0.225198,0.611659,0.268861,0.633572,0.671922
0.411251,0.092035,0.445352,0.853069,0.61732,0.173266,0.386826,0.184426,0.094502
0.363631,0.832005,0.367395,0.878468,0.463763,0.052739,0.013616,0.896796,0.763101
0.542542,0.439609,0.534857,0.865242,0.186902,0.14786,0.457525,0.372093,0.477916
